,Date Created,Content,User
162,2020-10-22 21:36:00+00:00,I’m running as a proud Democrat. But I will be an American president.,JoeBiden
163,2020-10-22 20:00:01+00:00,"I’m always talking about my plans to build back better for all Americans. But what does that really mean for you and your family? 

Watch as @ewarren helps explain: https://t.co/ti7QJCU7j0",JoeBiden
164,2020-10-22 18:48:00+00:00,"On this International Stuttering Awareness Day, I want everyone to remember that the barriers you face don't define who you are. They didn't for me –– as a young boy who stuttered –– and they certainly don't for Brayden.

What defines you is your heart and your courage. https://t.co/zoVPzmroJh",JoeBiden
165,2020-10-22 18:35:00+00:00,"Folks, it's go-time. This is the most important election of our lifetimes — and you can make all the difference.

Vote. https://t.co/eoxT07uII9",JoeBiden
166,2020-10-22 17:25:00+00:00,"Vote like your health care is on the ballot — because it is.

https://t.co/eoxT07uII9 https://t.co/93UPvti02N",JoeBiden
167,2020-10-22 17:01:00+00:00,Thank you to each and every person who has gotten involved in our campaign so far. Whether you chipped in a few dollars or dedicated a few hours of your time — I’m incredibly grateful. Let’s keep our foot on the pedal these final 12 days and finish strong. https://t.co/Rh7jn4HODX,JoeBiden
168,2020-10-22 15:10:00+00:00,"I’ve spent my entire career fighting for the middle class and standing up to the abuse of power.

Donald Trump has spent his entire career looking out for himself and abusing his power. https://t.co/Vie5CP9wq7",JoeBiden
169,2020-10-22 14:35:00+00:00,"Indiana — today is the last day to request your absentee-by-mail ballot. 

You need a valid excuse to vote absentee-by-mail. If you are eligible, head to https://t.co/oGZw9Kg8SH and request yours before it’s too late.",JoeBiden
170,2020-10-22 12:02:00+00:00,"Folks, you heard @BarackObama: Make a plan, vote early, and make sure your friends and family do as well.

https://t.co/eoxT07d7QB https://t.co/deCh7bW9IS",JoeBiden
171,2020-10-22 01:38:00+00:00,"America was an idea. We've never lived up to it but we've never walked away from it before.

https://t.co/VRCnKI0rfQ https://t.co/xLuhhGyJVp",JoeBiden
172,2020-10-22 00:30:00+00:00,"Folks, if you plan to vote by mail and haven’t requested your ballot yet, it’s important that you do so as soon as possible. Deadlines are quickly approaching in states across the country. Head to https://t.co/eoxT07uII9 to find all the information you need. https://t.co/ye5sObBK1z",JoeBiden
173,2020-10-21 23:50:00+00:00,"Vote early.

Vote by mail.

Vote on Election Day.

Just make sure you vote. https://t.co/eoxT07d7QB",JoeBiden
174,2020-10-21 23:15:00+00:00,"President Trump didn't take the necessary precautions to protect himself and others.

How can we trust him to protect the country?",JoeBiden
175,2020-10-21 21:47:08+00:00,I couldn’t be more excited to have my friend @BarackObama hitting the campaign trail. Tune in for his first drive-in rally live from Philadelphia. https://t.co/NJyChqivOt,JoeBiden
176,2020-10-21 21:05:00+00:00,"It’s time we replace Secretary Betsy DeVos with an actual public school educator — one who values our public schools and is capable of guiding all of our schools through this pandemic.

Vote: https://t.co/eoxT07d7QB https://t.co/CWf3H5BqOH",JoeBiden
177,2020-10-21 20:19:33+00:00,Tune in as @BarackObama sits down with community leaders in Philadelphia to talk about what’s at stake in this election. https://t.co/Xzmy0Cs3sw,JoeBiden
178,2020-10-21 20:05:00+00:00,"Hay muchos asuntos que son complicados, pero algunas cosas son visiblemente claras. Las familias deben permanecer unidas. https://t.co/rLC69J5rHI",JoeBiden
179,2020-10-21 19:50:00+00:00,"There are many issues that are complicated, but some things are just black and white. Families belong together. https://t.co/TgIkhAMAtZ",JoeBiden
180,2020-10-21 19:30:24+00:00,Cada día parece que descubrimos nuevos horrores cometidos por el presidente Trump y su administración. https://t.co/eefL58X7R8,JoeBiden
181,2020-10-21 18:36:13+00:00,Every day it seems we uncover new horrors perpetrated by President Trump and his administration. https://t.co/eefL58X7R8,JoeBiden
182,2020-10-21 17:02:00+00:00,"The Build Back Better Express Tour was about more than my love for trains — it was about meeting folks along the way and discussing how we can make their lives better.

They are the backbone of America — and I’ll fight for them every day in the White House. https://t.co/HhJHo35DvD",JoeBiden
183,2020-10-21 15:30:00+00:00,"Justice is on the ballot.

https://t.co/eoxT07uII9 https://t.co/0dg9Cg1f2i",JoeBiden
184,2020-10-21 14:20:00+00:00,"West Virginia — in-person early voting is now open across the state. 

Make a plan to vote at https://t.co/3lR0146LYv.",JoeBiden
185,2020-10-21 03:20:00+00:00,It’s time we see each other as fellow Americans who live in — and love — the United States of America. https://t.co/xawem14X61,JoeBiden
186,2020-10-21 00:45:00+00:00,"I’ve always believed we’re at our best when we’re one America. If we come together, there’s not a single thing we cannot overcome.",JoeBiden
187,2020-10-20 23:50:00+00:00,"If I’m elected president, I won’t waste a minute getting this virus under control. Here’s how I’ll do it: https://t.co/NoPsQ0FDV8",JoeBiden
188,2020-10-20 23:12:00+00:00,"Whether it’s your first time voting or you’re an old pro, voting is better with friends and family. So message a few folks and make your plan to vote together today.

https://t.co/uoiVh9ZqzI https://t.co/clVe9wpOMi",JoeBiden
189,2020-10-20 22:05:00+00:00,"Listening to scientists is not a bad thing.

I can’t believe that has to be said.",JoeBiden
190,2020-10-20 20:46:00+00:00,"America is a nation that values immigrants. It is and has always been one of our greatest strengths.

We need a president who understands that. https://t.co/fIuNJUrfY3",JoeBiden
191,2020-10-20 19:40:00+00:00,"A few weeks ago, I spoke to Mr. Rogers’ wife Joanne when I was in her neighborhood in Pittsburgh. It was a great conversation.

Friendship, empathy, kindness, and compassion — I think we could all learn a thing or two from her and her husband’s example. https://t.co/lRX9jt7FXS",JoeBiden
192,2020-10-20 18:59:00+00:00,"Tonight, the Avengers are assembling with real-life superhero @KamalaHarris for a grassroots fundraiser.

Time is running out to join them. Chip in to reserve your spot: https://t.co/kLqUKmDCjK https://t.co/3wL1zcFFd6",JoeBiden
193,2020-10-20 17:45:00+00:00,"Two weeks from today, we’re going to beat President Trump.",JoeBiden
194,2020-10-20 17:04:17+00:00,"Mr. President, the people are tired. They’re tired of your lies about this virus. They’re tired of watching more Americans die, and more people lose their jobs because you refuse to take this pandemic seriously. https://t.co/pdxdo3FadB",JoeBiden
195,2020-10-20 17:04:16+00:00,"Waving a white flag and saying, “it is what it is” is unacceptable when thousands are dying each week, when businesses are closing, and when schools remain shuttered. The American people have never backed down from a challenge, but they need a leader to show the way.",JoeBiden
196,2020-10-20 17:04:16+00:00,"Yesterday, @realDonaldTrump decided to attack Dr. Fauci once again, calling him a ‘disaster’ and public health experts ‘idiots.’ Meanwhile, he still has no plan to beat this virus.",JoeBiden
197,2020-10-20 16:10:00+00:00,"Happy Birthday, @KamalaHarris. Next year, let’s celebrate with some ice cream at the White House. https://t.co/SWhS32AaIE",JoeBiden
198,2020-10-20 15:58:00+00:00,"If you live in Hawaii, Utah, or Wisconsin, in-person early voting is now underway.

Millions of Americans across the country have already voted. Join them and cast your ballot today. https://t.co/eoxT07uII9",JoeBiden
199,2020-10-20 15:45:00+00:00,"Maryland and New Mexico — if you plan to vote by mail, today is the last day to request your absentee ballot.

Head to https://t.co/eoxT07d7QB before it's too late.",JoeBiden
200,2020-10-20 14:36:00+00:00,"The simple, sad truth is that this president is not in office to serve the American people. He’s in it to serve himself.

@KamalaHarris and I are in this for you and your families. https://t.co/mV9ONHhn1b",JoeBiden
201,2020-10-20 01:20:00+00:00,Pennsylvania — there are just a few hours left to register to vote online. Don’t miss your chance to make your voice heard in this election. Head to https://t.co/U1KkwCfDCV and register before 11:59 PM.,JoeBiden
202,2020-10-20 01:05:00+00:00,"For once, Donald Trump is correct: I will listen to scientists. https://t.co/jmxoDn1Ezp",JoeBiden
203,2020-10-20 00:44:00+00:00,I will be a president who pushes towards the future. Not one who clings to the past.,JoeBiden
204,2020-10-20 00:07:00+00:00,".@realDonaldTrump — if you had listened to the scientists, it wouldn't be this bad. https://t.co/0eNuV4pAMK",JoeBiden
205,2020-10-19 23:10:00+00:00,"Folks, the Avengers are coming back together for their biggest battle yet. Join them and @KamalaHarris tomorrow night for a grassroots fundraiser you won’t want to miss: https://t.co/D4fn4nxv9i https://t.co/3sGQRBW7yu",JoeBiden
206,2020-10-19 22:46:00+00:00,"We are in a battle for the soul of this nation — and it’s a battle we can and must win.

Vote. https://t.co/eoxT07d7QB",JoeBiden
207,2020-10-19 20:22:07+00:00,...yes https://t.co/LZyAQugqoW,JoeBiden
208,2020-10-19 19:40:00+00:00,"Early voting starts today in:

Alaska
Arkansas
Colorado
Florida (in most counties)
Idaho (in some counties)
North Dakota

Don't wait until November 3rd to cast your ballot — vote early today: https://t.co/eoxT07d7QB https://t.co/X5ylgiW5Ss",JoeBiden
209,2020-10-19 19:02:00+00:00,"This election is about so much more than policies. The soul of America is on the ballot. 

@KamalaHarris and I will work every day to bind up our wounds and bring this country back together. https://t.co/hsy8JIIAqk",JoeBiden
210,2020-10-19 17:07:00+00:00,It’s long past time we build an economy that rewards work — not wealth. https://t.co/rm9AK6rBxW,JoeBiden
211,2020-10-19 15:45:00+00:00,"Together, we can put an end to the last four years of darkness, division, and chaos.

We can unite, mend our wounds, and begin to heal.

It starts at the ballot box: https://t.co/eoxT07uII9 https://t.co/bmpMpedpdQ",JoeBiden
212,2020-10-19 13:30:00+00:00,15 days. Let’s finish strong.,JoeBiden
213,2020-10-19 12:40:35+00:00,...yes https://t.co/RzZ3j3zoAL,JoeBiden
214,2020-10-19 01:00:00+00:00,"You have the power to own the outcome of this election — but only if you vote.

Head to https://t.co/eoxT07uII9 and make your plan to cast your ballot today.",JoeBiden
215,2020-10-19 00:00:01+00:00,Wear a mask. Wash your hands. Vote out Donald Trump.,JoeBiden
216,2020-10-18 23:10:00+00:00,"I’ve had a rule my entire life: No matter what’s happening, no matter how important the meeting, I’ll always answer a call from my grandchildren. https://t.co/mmsB1GOxAu",JoeBiden
217,2020-10-18 21:35:00+00:00,I believe there is not a single thing we cannot accomplish as a country if we do it together. https://t.co/suxrTITkTm,JoeBiden
218,2020-10-18 21:06:00+00:00,The truth is things in life are easier when you have a plan — and that includes voting. So my team set up a tool to help you make your plan to vote. Check it out: https://t.co/uoiVh9ZqzI,JoeBiden
219,2020-10-18 20:00:00+00:00,"From tackling climate change to making community college free for all — I've got big plans for the country.

And I'll pay for them by making sure the super-wealthy, like President Trump, pay more than $750 in federal income taxes.",JoeBiden
220,2020-10-18 19:15:00+00:00,"I’ve spent my entire career fighting for a more just, safe, and prosperous America — and I’m not finished yet. https://t.co/cS3LPT7afX",JoeBiden
221,2020-10-18 18:30:00+00:00,"COVID-19 cases are on the rise across the nation.

But instead of leading by example, Donald Trump continues to put others in danger with his campaign events that ignore expert-recommended precautions.

Every day he proves just how unfit he is to lead America through this crisis.",JoeBiden
222,2020-10-18 17:34:22+00:00,"I’m in Durham, North Carolina, encouraging folks to make their plan to vote early. Tune in — and then head to https://t.co/uoiVh9HPb8 to make yours. https://t.co/lNw7Jxuh65",JoeBiden
223,2020-10-18 17:00:00+00:00,"Folks, if you live in Illinois, today is your last day to register to vote online. Don’t wait, head to https://t.co/MNWeBHjGLh and register before it’s too late.",JoeBiden
224,2020-10-18 16:30:00+00:00,Chip in to help us make Donald Trump a one-term president: https://t.co/JR9S8cVokb,JoeBiden
225,2020-10-18 15:08:00+00:00,Turns out Twitter isn’t so bad when you read tweets that aren’t from President Trump. https://t.co/ZKA2dwZQks,JoeBiden
226,2020-10-18 00:30:00+00:00,"A job is about a lot more than a paycheck.

It's about dignity. It's about respect. It's about being able to look your kid in the eye and say everything will be okay.

Too many people today can't do that — and it's got to change.",JoeBiden
227,2020-10-17 23:15:00+00:00,"Every day we're reminded just how much is at stake in this election. We can't afford to have anyone sit on the sidelines.

Vote. https://t.co/eoxT07d7QB",JoeBiden
228,2020-10-17 22:15:00+00:00,"In the middle of a pandemic, President Trump is trying to eliminate Obamacare and increase health care costs for millions.

Now, he’s rushing through a U.S. Supreme Court justice to help him get it done. It’s unconscionable. 

Make no mistake: Health care is on the ballot.",JoeBiden
229,2020-10-17 21:15:00+00:00,"If we do our part, if we stand together, if we keep faith with the past and with each other — then the divisions of our time can give way to the dreams of a brighter, better future. 

That is our work. That is our pledge. That is our mission.",JoeBiden
230,2020-10-17 19:55:00+00:00,Promise? https://t.co/Wbl86i8uYo,JoeBiden
231,2020-10-17 19:20:00+00:00,"This election is bigger than any one candidate. 

It's about the future of our economy, our health care, our climate, our commitment to racial justice, our democracy –– and so much more.

We have to vote. https://t.co/eoxT07d7QB",JoeBiden
232,2020-10-17 18:00:00+00:00,"As president, I’ll protect and build on Obamacare by:

- Giving Americans the choice to buy a new public option
- Lowering premiums, deductibles, and co-pays
- Standing up to prescription drug corporations

We’re going to make sure every American has access to the care they need.",JoeBiden
233,2020-10-17 16:59:00+00:00,You deserve a president who will actually tell you the truth. https://t.co/I9XzZ0ADmT,JoeBiden
234,2020-10-17 16:15:00+00:00,Nevada — early voting has officially started. Join the over 20 million people across the country who have already voted early and cast your ballot today. https://t.co/ajJjiHhlLu,JoeBiden
235,2020-10-17 14:30:00+00:00,"As the Hindu festival of Navratri begins, Jill and I send our best wishes to all those celebrating in the U.S. and around the world. May good once again triumph over evil — and usher in new beginnings and opportunity for all.",JoeBiden
236,2020-10-17 14:01:00+00:00,"We’ve got to come together to defeat Donald Trump –– Democrats, Independents, Republicans, and yes, even Demo-cats. https://t.co/LtsTWy7MmI",JoeBiden
237,2020-10-17 00:32:00+00:00,"Folks, millions of you have already requested absentee ballots. It’s essential to return your ballots as soon as you can. You can return your ballot by mail or, in most states, at locations designated by your clerk. Head to https://t.co/eoxT07uII9 to learn more. https://t.co/ULvjzpb8PZ",JoeBiden
238,2020-10-16 23:54:00+00:00,"Violence against transgender and gender non-conforming people — particularly Black and Brown transgender women — is an epidemic that needs national leadership. But Donald Trump has done nothing but fan the flames of transphobia.

It has to end. https://t.co/v2DAbcIcCv",JoeBiden
239,2020-10-16 23:20:00+00:00,Let’s be clear: The emergency aid should have never been denied in the first place. https://t.co/GZuhSNSY7y,JoeBiden
240,2020-10-16 22:26:58+00:00,"The election is underway across the country, and millions of Americans have already cast their ballots. I’m in Detroit, Michigan, to encourage folks to join them and vote early. Tune in. https://t.co/8QXlDNjKzi",JoeBiden
241,2020-10-16 22:10:00+00:00,"Not only does President Trump refuse to grant Temporary Protected Status to Venezuelans, but he also apparently used stealth deportations to send them back to the oppressive Maduro regime.

It’s abundantly clear he has no regard for the suffering of the Venezuelan people. https://t.co/wJnQ5EDT7M",JoeBiden
242,2020-10-16 21:30:00+00:00,"You have the power to prevent 2016 from happening again — but only if you vote.

https://t.co/eoxT07d7QB https://t.co/ujWChoXpYK",JoeBiden
243,2020-10-16 20:37:00+00:00,We need a president who will expand access to health care — not one who does everything he can to tear it away.,JoeBiden
244,2020-10-16 19:34:48+00:00,We can’t let President Trump tear down Obamacare — we have to protect and build on it. Tune in as I speak live from Michigan about my plans to give more Americans access to affordable health care. https://t.co/RZ8hakbLbe,JoeBiden
245,2020-10-16 17:57:00+00:00,"I know times are tough, but I promise our best days still lie ahead. Together, we're going to overcome these crises, unite the country, and build a better future for all.",JoeBiden
246,2020-10-16 17:11:00+00:00,"The cast of Hamilton knows we're engaged in a battle for this nation's very soul — and this election is too important to sit out. So they're coming together for a grassroots fundraiser tonight that you won't want to miss.

Chip in to reserve your spot: https://t.co/3ScSFrEMSr",JoeBiden
247,2020-10-16 15:00:02+00:00,".@JLo and @AROD –– Jill and I are deeply grateful to have your support.

Thank you for stepping up and speaking out. As Jennifer said: The Latino community has the power to determine the outcome of this election. 

Vote: https://t.co/eoxT07d7QB https://t.co/Nf08ln8XVj",JoeBiden
248,2020-10-16 14:40:00+00:00,Louisiana –– early voting begins today across the state. Head to https://t.co/2NyiL42it7 to find all the info you need to cast your ballot.,JoeBiden
249,2020-10-16 14:20:00+00:00,Nebraska — today is your last day to register to vote online and by mail. Head to https://t.co/K5rrtCjL7O to get registered before it’s too late.,JoeBiden
250,2020-10-16 02:05:00+00:00,"I just stepped off the stage at tonight’s town hall, where I laid out what’s at stake in this election.

Now, I need your help. Chip in to power our campaign through this final stretch. https://t.co/OcFsE3oMHq",JoeBiden
251,2020-10-16 01:56:00+00:00,"If I'm elected president, you won't hear me race-baiting, you won't hear me dividing — you'll hear me trying to unify. https://t.co/PNsBW8OQmX",JoeBiden
252,2020-10-16 01:53:00+00:00,"How will I ensure the rights of LGBTQ+ people are protected under U.S. law?

I’ll change the law.",JoeBiden
253,2020-10-16 01:42:00+00:00,We have to heal this nation. https://t.co/wD45ZGcKO2,JoeBiden
254,2020-10-16 01:33:00+00:00,"I'm running as a proud Democrat, but I'm going to be an American president. 

I'm going to take care of those who voted against me as well as those who voted for me. 

That's what presidents do.",JoeBiden
255,2020-10-16 01:29:00+00:00,"We're a diverse country — and unless we are able to treat people equally, we're just never going to meet our potential.",JoeBiden
256,2020-10-16 01:02:00+00:00,"Folks, I hope I’m making you proud during tonight’s town hall.

If you’re with us, please chip in to help power our campaign over these final 19 days. https://t.co/rA9WmMPRxs",JoeBiden
257,2020-10-16 00:47:00+00:00,"Two of the things I've cared about throughout my whole career:

1. Improving the criminal justice system.
2. Putting Black Americans in a position to gain generational wealth.

And as president, I will continue that fight every day.",JoeBiden
258,2020-10-16 00:31:00+00:00,The words of a president matter. https://t.co/ABrbg5xTkg,JoeBiden
259,2020-10-16 00:20:00+00:00,"Let me be very clear: If you make under $400,000 you won’t pay a penny more in taxes under my administration.",JoeBiden
260,2020-10-16 00:18:00+00:00,"The words of a president matter. And when a president doesn't wear a mask or makes fun of folks who do, it has consequences.",JoeBiden
261,2020-10-16 00:11:00+00:00,"We're eight months into this pandemic, and Donald Trump still doesn't have a plan to get this virus under control.

I do.",JoeBiden
262,2020-10-15 23:47:00+00:00,"I’m about to step on stage for tonight’s town hall in Philadelphia, Pennsylvania. Tune in to @ABC to watch live.",JoeBiden
263,2020-10-15 23:21:00+00:00,"This is not a moment — it's a movement.

Rise up and be a part of it with the original cast of Hamilton.

Chip in to join: https://t.co/YtCDSeBN01",JoeBiden
264,2020-10-15 21:31:00+00:00,"Well, folks, @KamalaHarris and I watched some of President Trump’s remarks from the campaign trail — and it went just as you’d imagine. We wanted to take a moment to clear up some of the lies he’s been saying about us. https://t.co/QWqXp3qdSD",JoeBiden
265,2020-10-15 20:38:08+00:00,"Our campaign’s contact tracing remains ongoing, and my team will continue to share any significant developments with the American people. If anything, let this serve as an example of the importance of wearing masks and keeping a safe, social distance.",JoeBiden
266,2020-10-15 20:37:26+00:00,"Not only was the individual 50+ feet away and wearing a mask, but I was wearing an N-95 mask. No members of my staff were in contact with this crew member either.  My doctors have advised that there is no need for me to quarantine.",JoeBiden
267,2020-10-15 20:36:44+00:00,"During our contact tracing, we discovered around noon today that a member of the company that charters my airplane has also tested positive for COVID. This crew member was on the plane with me, but was more than 50 feet away. 

My COVID test from last night came back negative.",JoeBiden
268,2020-10-15 20:00:01+00:00,"Donald Trump is rushing through Justice Ginsburg's replacement because he's laser-focused on destroying the Affordable Care Act. 

Here's what's at stake: https://t.co/W7kluAVe2l",JoeBiden
269,2020-10-15 19:15:00+00:00,President Obama and I left Donald Trump a booming economy — and he caused a recession. He squandered it just like he has everything else he’s inherited in his life.,JoeBiden
270,2020-10-15 18:30:00+00:00,Nevada — today is the last day to register to vote online to automatically receive a ballot in the mail. Head to https://t.co/ajJjiHyWD2 for all the information you need to make your voice heard.,JoeBiden
271,2020-10-15 18:00:00+00:00,"Donald Trump can lie about the economy all he wants, but the truth is he’s the worst jobs president since 1929. https://t.co/lShe254BEG",JoeBiden
272,2020-10-15 17:25:00+00:00,"This #SpiritDay — and every day — we must stand up to hate and intolerance. It’s up to all of us to ensure every young person is affirmed and accepted just as they are — regardless of sexual orientation, gender identity or expression.",JoeBiden
273,2020-10-15 16:48:00+00:00,Arizona — ¡la fecha límite para registrarte para votar en Arizona ha sido extendida! Visita https://t.co/nApec6sbPe para registrarte en linea antes de las 11:59PM el jueves 15 de octubre.,JoeBiden
274,2020-10-15 15:52:00+00:00,"Arizona — your voter registration deadline has been extended! Head to https://t.co/2fKBLS6oXu to get registered online before 11:59 PM on Thursday, October 15.",JoeBiden
275,2020-10-15 14:45:00+00:00,North Carolina –– early voting begins today across the state. Head to https://t.co/3bJfY7O8Ap for all the info you need to make your voice heard.,JoeBiden
276,2020-10-15 13:45:00+00:00,"The fact that Senate Republicans haven’t bothered to pass a COVID relief package but are rushing through President Trump’s Supreme Court pick says all you need to know.

We’ve got to flip the Senate, folks.",JoeBiden
277,2020-10-15 02:52:00+00:00,I heard it's #NationalDessertDay https://t.co/RtBhurORwR,JoeBiden
278,2020-10-15 02:38:06+00:00,Nature knows. https://t.co/JNSOxAUDLu,JoeBiden
279,2020-10-15 02:02:00+00:00,"Folks, we can’t let up. We’re just a few hours away from our last public fundraising deadline before Election Day, and we need your help to hit our goal.

It all comes down to this. Chip in to beat Donald Trump: https://t.co/fMpq2FQjWw",JoeBiden
280,2020-10-15 01:18:00+00:00,"To every person who chipped in a few dollars last month — thank you. Because of your support, we raised an astounding $383 million. I'm incredibly humbled.

There's still more work to be done, but I wanted to share the good news with Trimicka, one of our grassroots supporters. https://t.co/f9hIPT6PTW",JoeBiden
281,2020-10-14 22:58:00+00:00,"Vote for America.

https://t.co/eoxT07uII9 https://t.co/sBd51fgmln",JoeBiden
282,2020-10-14 22:30:00+00:00,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",JoeBiden
283,2020-10-14 21:40:00+00:00,"There's only one way to end this horror: Vote.

https://t.co/eoxT07uII9 https://t.co/3RTLmdyzMa",JoeBiden
284,2020-10-14 21:15:00+00:00,Rhode Island and Tennessee — early voting has officially started. Join millions of people across the country and vote early today. https://t.co/eoxT07uII9,JoeBiden
285,2020-10-14 20:37:00+00:00,Don't throw away your shot to spend Friday night with the original cast of Hamilton. Chip in today to reserve your spot: https://t.co/utKe7y9Jg5 https://t.co/QkyGHlTYsl,JoeBiden
286,2020-10-14 19:40:00+00:00,"Today would have been George Floyd’s 47th birthday, and he should be alive to celebrate it.

I made a promise to his family that I won’t let him become just another hashtag — and I’ll work every day as president to keep that promise.",JoeBiden
287,2020-10-14 18:30:00+00:00,"Tonight, our campaign will close our books and send in the names of our grassroots supporters for the final time. 

Chip in to make sure you’re on the list: https://t.co/ff1FGgz3yE",JoeBiden
288,2020-10-14 18:01:00+00:00,"Virginia — your voter registration deadline has been extended! Head to https://t.co/fnQjqg1By6 to get registered online before 11:59 PM on Thursday, October 15.",JoeBiden
289,2020-10-14 16:35:00+00:00,"Donald Trump wants to destroy Obamacare.

I want to protect and build on it.

It’s that simple, folks.",JoeBiden
290,2020-10-14 15:35:00+00:00,"If President Trump is successful in forcing through his nominee to the U.S. Supreme Court, it will likely repeal the ACA and 100 million Americans with pre-existing conditions will lose their protections.
 
Vote like your health care depends on it. Because it does. https://t.co/XgY2aGRZq2",JoeBiden
291,2020-10-14 15:02:00+00:00,Kansas –– you can advance vote in many counties starting today. Head to https://t.co/UXWStEl2zn to find all the info you need to cast your ballot in this election.,JoeBiden
292,2020-10-14 14:32:00+00:00,"Wisconsin — today is your last day to register to vote online or by mail. Apply online by 11:59 PM or make sure your mail application is postmarked by today. 

Don’t let history repeat itself.

Head to https://t.co/YtDgQAoMCh to register now. https://t.co/k9pZKeAW2b",JoeBiden
293,2020-10-14 13:27:00+00:00,20 days.,JoeBiden
294,2020-10-14 01:30:00+00:00,"Thank you, Florida! https://t.co/liQYRmvY7J",JoeBiden
295,2020-10-14 00:45:00+00:00,I’ll be a president for all Americans. Not just the ones who vote for me.,JoeBiden
296,2020-10-13 23:45:00+00:00,"Folks, it’s hard to believe, but tomorrow night marks our final public fundraising deadline of the campaign.

Can you chip in to help us post our strongest numbers yet? https://t.co/OZNNVP6VM6",JoeBiden
297,2020-10-13 23:16:00+00:00,"Here's something that will be very different if I'm president: I'll actually listen to Dr. Fauci's advice and expertise, not attack him for telling the truth. https://t.co/RCXV5gtSbw",JoeBiden
298,2020-10-13 22:45:00+00:00,"We all know President Trump has a tendency to stray from the truth, so let's set the record straight. https://t.co/hMtEkvECQR",JoeBiden
299,2020-10-13 22:03:00+00:00,"The election is already underway.

Millions of Americans are voting. 

And they deserve to have their voices heard when it comes to who serves on the U.S. Supreme Court.",JoeBiden
300,2020-10-13 21:20:53+00:00,"With just three weeks until Election Day, I’m in Miramar, Florida, to encourage folks to make their plan to vote. Tune in — and then head to https://t.co/uoiVh9HPb8 to make your plan today. https://t.co/5xzlVvl8xe",JoeBiden
301,2020-10-13 20:15:00+00:00,"215,000 Americans have died from COVID-19 on Donald Trump’s watch. 

It’s the greatest failure of presidential leadership in our nation’s history.",JoeBiden
302,2020-10-13 17:46:00+00:00,"Folks, we have arrived at the final frontier of this election — and your support is more important than ever. Chip in to join us for a grassroots fundraiser as we boldly go into these last three weeks: https://t.co/ywclqY6n5E https://t.co/wKRyRclgda",JoeBiden
303,2020-10-13 17:18:00+00:00,Kentucky — in-person early voting begins today across the state. Head to https://t.co/JRj2A8zKYo and make your plan to vote.,JoeBiden
304,2020-10-13 16:35:00+00:00,"If you live in:

Kansas
Louisiana
Maryland
Minnesota
New Jersey
Oregon
Virginia
Washington D.C.
West Virginia

Today is your last day to register to vote. Head to https://t.co/eoxT07d7QB to register before it's too late. https://t.co/KzozufgQH7",JoeBiden
305,2020-10-13 16:02:00+00:00,"Texas — early voting begins today across the state.

Your voice can change the course of history — use it.

Head to https://t.co/COWdd5hED8 and make a plan to vote early today. https://t.co/j1hphIh2bS",JoeBiden
306,2020-10-13 15:30:52+00:00,"@KamalaHarris @DouglasEmhoff Happy Birthday, @DouglasEmhoff!",JoeBiden
307,2020-10-13 14:45:00+00:00,"Donald Trump has been trying to throw out Obamacare for years.

And now he sees an opportunity to finally get it done, all while ignoring the will of the people.

We can’t let him.",JoeBiden
308,2020-10-13 13:35:00+00:00,"Three weeks from today, we’re going to make Donald Trump a one-term president.",JoeBiden
309,2020-10-13 01:15:00+00:00,"I am ready to fight for you and for our nation. Every day. Without exception, without reservation. And with a full and devoted heart.",JoeBiden
310,2020-10-13 00:15:00+00:00,We need a president who will unite our country and bring out our best — not one who stokes division and brings out our worst.,JoeBiden
311,2020-10-12 22:40:00+00:00,"Today marks 22 years since Matthew Shepard passed away after a brutal anti-gay hate crime. Over two decades later, violence against LGBTQ+ Americans is at an all-time high. As president, I'll strengthen our hate crimes laws and make clear that bigotry has no place in America.",JoeBiden
312,2020-10-12 21:39:01+00:00,"There's no question: we are neck and neck in Ohio — and with early voting underway and only 22 days until Election Day, there's no time to waste. Join us live from Cincinnati as we get out the vote: https://t.co/oMwv9s2sLE",JoeBiden
313,2020-10-12 21:39:00+00:00,"Donald Trump is running TV ads taking Dr. Fauci out of context and without his permission.

So, here’s a message from the President in his own words. https://t.co/WCYbIfrQLR",JoeBiden
314,2020-10-12 20:04:00+00:00,"The longer Donald Trump is president, the more reckless he gets.",JoeBiden
315,2020-10-12 18:22:00+00:00,I know Americans aren’t looking for a handout. They just want a fair chance to get ahead — and I’ll work every day to make sure folks get that chance.,JoeBiden
316,2020-10-12 17:32:41+00:00,"I'm in Toledo, Ohio, to discuss my plans to build the economy back better for working families. Tune in. https://t.co/MXlsFdS3Xt",JoeBiden
317,2020-10-12 16:30:00+00:00,"Georgia — you don’t have to wait until November 3rd to cast your ballot. Early voting begins today.

Head to https://t.co/RIJ1L4B5o9 to find all the info you need.",JoeBiden
318,2020-10-12 15:41:00+00:00,"On this Indigenous People’s Day, we must both recognize the past that has brought us here, and commit to one another to write a new future of promise, partnership, and equal opportunity for the proud Tribal Nations of our country. https://t.co/7bOkPVCJc3",JoeBiden
319,2020-10-12 00:30:00+00:00,"From Seneca Falls to Selma to Stonewall, we’re at our best when the promise of America is available to all.",JoeBiden
